Type;Committee / Working Group;Reference;Vote;Result;Status;Start date;End date;Vienna agreement;Role;English title;URL;Note;Vote in parallel with;Project ID
"SR";"ISO/TC 10/SC 8";"ISO 4157-1:1998 (Ed 2, vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Construction drawings — Designation systems — Part 1: Buildings and parts of buildings";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556331";"";"ISO";"26189"
"SR";"ISO/TC 10/SC 8";"ISO 4157-3:1998 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Construction drawings — Designation systems — Part 3: Room identifiers";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555715";"";"ISO";"26950"
"SR";"ISO/TC 23/SC 6";"ISO 21191:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Equipment for crop protection — Closed transfer systems (CTS) — Performance specification";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555338";"";"ISO";"70063"
"SR";"ISO/TC 23/SC 19";"ISO 11783-8:2006 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Tractors and machinery for agriculture and forestry — Serial control and communications data network — Part 8: Power train messages";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555875";"";"";"39123"
"SR";"ISO/TC 23/SC 19";"ISO 15639-1:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Radio frequency identification of animals — Standardization of injection sites for different animal species — Part 1: Companion animals (cats and dogs)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556294";"";"";"55502"
"SR";"ISO/TC 23/SC 19";"ISO 16230-1:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Agricultural machinery and tractors — Safety of higher voltage electrical and electronic components and systems — Part 1: General requirements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555411";"";"ISO";"55940"
"SR";"ISO/TC 23/SC 19";"ISO 17532:2007 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Stationary equipment for agriculture — Data communications network for livestock farming";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555876";"";"";"38404"
"SR";"ISO/TC 24/SC 4";"ISO 13319-1:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Determination of particle size distribution — Electrical sensing zone method — Part 1: Aperture/orifice tube method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555913";"";"";"72565"
"SR";"ISO/TC 28";"ISO/TS 11007-2:2023 (Ed 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Petroleum products and lubricants — Determination of rust-prevention characteristics of lubricating greases — Part 2: Method with water wash-out";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555627";"";"";"85537"
"SR";"ISO/TC 28";"ISO 13736:2021 (Ed 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Determination of flash point — Abel closed-cup method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556249";"";"ISO";"79535"
"SR";"ISO/TC 34";"ISO 23662:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Definitions and technical criteria for foods and food ingredients suitable for vegetarians or vegans and for labelling and claims";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555870";"";"";"76574"
"SR";"ISO/TC 34/SC 9";"ISO 15214:1998 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Microbiology of food and animal feeding stuffs — Horizontal method for the enumeration of mesophilic lactic acid bacteria — Colony-count technique at 30 degrees C";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555587";"";"";"26853"
"SR";"ISO/TC 34/SC 9";"ISO 16140-3:2021";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Microbiology of the food chain — Method validation — Part 3: Protocol for the verification of reference methods and validated alternative methods in a single laboratory";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555646";"";"ISO";"66324"
"SR";"ISO/TC 34/SC 11";"ISO 11701:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Vegetable fats and oils — Determination of phospholipids content in lecithins by HPLC using a light-scattering detector";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555974";"";"ISO";"50697"
"SR";"ISO/TC 34/SC 11";"ISO 17780:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Animal and vegetable fats and oils — Determination of aliphatic hydrocarbons in vegetable oils";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555975";"";"ISO";"60524"
"SR";"ISO/TC 34/SC 11";"ISO 18363-1:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Animal and vegetable fats and oils — Determination of fatty-acid-bound chloropropanediols (MCPDs) and glycidol by GC/MS — Part 1: Method using fast alkaline transesterification and measurement for 3-MCPD and differential measurement for glycidol";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555383";"";"";"62248"
"SR";"ISO/TC 35/SC 9";"ISO 1513:2010 (Ed 4, vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Paints and varnishes — Examination and preparation of test samples";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555271";"";"ISO";"50490"
"SR";"ISO/TC 35/SC 9";"ISO 1520:2006 (Ed 3, vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Paints and varnishes — Cupping test";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555272";"";"ISO";"40923"
"SR";"ISO/TC 35/SC 9";"ISO/TS 19392-5:2023";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Paints and varnishes — Coating systems for wind-turbine rotor blades — Part 5: Measurement of transmittance properties of UV protective coatings";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555153";"";"";"76002"
"SR";"ISO/TC 35/SC 9";"ISO 22553-13:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Paints and varnishes — Electro-deposition coatings — Part 13: Determination of re-solving behaviour";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555214";"";"";"78965"
"SR";"ISO/TC 35/SC 9";"ISO 22553-14:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Paints and varnishes — Electro-deposition coatings — Part 14: Deposition behaviour";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555664";"";"";"78966"
"SR";"ISO/TC 35/SC 9";"ISO 28199-1:2021 (Ed 2)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Paints and varnishes — Evaluation of properties of coating systems related to the spray application process — Part 1: Vocabulary and preparation of test panels";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556168";"";"ISO";"76046"
"SR";"ISO/TC 37/SC 2";"ISO 23185:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Assessment and benchmarking of terminological resources — General concepts, principles and requirements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555982";"";"";"50825"
"SR";"ISO/TC 37/SC 4";"ISO 24613-3:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Language resource management — Lexical markup framework (LMF) — Part 3: Etymological extension";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556220";"";"";"75410"
"SR";"ISO/TC 37/SC 4";"ISO 24613-4:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Language resource management — Lexical markup framework (LMF) — Part 4: TEI serialization";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555890";"";"";"75411"
"SR";"ISO/TC 37/SC 4";"ISO/TS 24620-1:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Language resource management — Controlled natural language (CNL) — Part 1: Basic concepts and principles";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555743";"";"";"37334"
"SR";"ISO/TC 37/SC 4";"ISO 24620-3:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Language resource management — Controlled human communication (CHC) — Part 3: Basic principles and methodology for controlled oral communication (COralCom)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555663";"";"";"76446"
"SR";"ISO/TC 37/SC 4";"ISO 24627-3:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Language resource management — Comprehensive Annotation Framework (ComAF) — Part 3: Diagrammatic semantic authoring (DSA)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556088";"";"";"74582"
"SR";"ISO/TC 38";"ISO 1805:2006 (Ed 2, vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Fishing nets — Determination of breaking force and knot breaking force of netting yarns";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555398";"";"CEN";"30041"
"SR";"ISO/TC 38";"ISO 1833-19:2006 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Textiles — Quantitative chemical analysis — Part 19: Mixtures of cellulose fibres and asbestos (method by heating)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556149";"";"";"40580"
"SR";"ISO/TC 38";"ISO 1833-5:2006 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Textiles — Quantitative chemical analysis — Part 5: Mixtures of viscose, cupro or modal and cotton fibres (method using sodium zincate)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556114";"";"";"40564"
"SR";"ISO/TC 38";"ISO 1833-8:2006 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Textiles — Quantitative chemical analysis — Part 8: Mixtures of acetate and triacetate fibres (method using acetone)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556120";"";"";"40569"
"SR";"ISO/TC 38";"ISO 22818:2021";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Textiles — Determination of short-chain chlorinated paraffins (SCCP) and middle-chain chlorinated paraffins (MCCP) in textile products out of different matrices by use of gas chromatography negative ion chemical ionization mass spectrometry (GC-NCI-MS)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556215";"";"ISO";"73989"
"SR";"ISO/TC 38";"ISO 9073-4:2021 (Ed 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Nonwovens — Test methods — Part 4: Determination of tear resistance by the trapezoid procedure";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555586";"";"ISO";"78362"
"SR";"ISO/TC 42";"ISO 1009:2000 (Ed 3, vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Paper dimensions — Rolls for printers";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555712";"";"";"30542"
"SR";"ISO/TC 42";"ISO 10157:1991 (vers 7)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Flash exposure meter — Requirements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555262";"";"";"18152"
"SR";"ISO/TC 42";"ISO 10330:2002 (Ed 2, vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Synchronizers, ignition circuits and connectors for cameras and photoflash units — Electrical characteristics and test methods";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555268";"";"";"36319"
"SR";"ISO/TC 42";"ISO 10349-1:2002 (Ed 2, vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Photographic-grade chemicals — Test methods — Part 1: General";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555675";"";"";"31338"
"SR";"ISO/TC 42";"ISO 10349-13:2002 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Photographic-grade chemicals — Test methods — Part 13: Determination of pH";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555266";"";"";"31348"
"SR";"ISO/TC 42";"ISO 10349-8:2002 (Ed 2, vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Photographic-grade chemicals — Test methods — Part 8: Determination of volatile matter";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556261";"";"";"31339"
"SR";"ISO/TC 42";"ISO 10636:1994 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Processing chemicals — Specifications for anhydrous sodium thiosulfate and sodium thiosulfate pentahydrate";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555690";"";"";"18730"
"SR";"ISO/TC 42";"ISO 11312:2000 (Ed 2, vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Sheets of sensitized material for the pre-press industry — Dimensions and related requirements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556275";"";"";"29449"
"SR";"ISO/TC 42";"ISO 12234-2:2001 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Electronic still-picture imaging — Removable memory — Part 2: TIFF/EP image data format";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555867";"";"";"29377"
"SR";"ISO/TC 42";"ISO 12234-3:2016 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Electronic still picture imaging — Removable memory — Part 3: XMP for digital photography";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555918";"";"";"57732"
"SR";"ISO/TC 42";"ISO 13450:1996 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — 110-size cartridge, film and backing paper — Dimensions";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555264";"";"";"22024"
"SR";"ISO/TC 42";"ISO 14535:2001 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Room-light loading packages for electronic scanners and image-setting film and paper rolls — Dimensions and related requirements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555709";"";"";"24641"
"SR";"ISO/TC 42";"ISO 14546:2000 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Aerial films and spools — Dimensions";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556259";"";"";"24723"
"SR";"ISO/TC 42";"ISO 14548:2021 (Ed 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Dimensions of glass plates";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555739";"";"";"79170"
"SR";"ISO/TC 42";"ISO 14807:2001 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Transmission and reflection densitometers — Method for determining performance";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555969";"";"";"25605"
"SR";"ISO/TC 42";"ISO 17531:2002 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography — Processing chemicals — Specifications for 4-(N-ethyl-N-2-methanesulfonylaminoethyl)-2-methylphenylenediamine sesquisulfate monohydrate";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556269";"";"";"30730"
"SR";"ISO/TC 42";"ISO 18055-1:2004 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Photography and imaging — Inkjet media: Classification, nomenclature and dimensions — Part 1: Photo-grade media (paper and film)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555953";"";"";"33299"
"SR";"ISO/TC 42";"ISO 18913:2021 (Ed 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Imaging materials — Permanence — Vocabulary";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556245";"";"";"76578"
